"","session","sender","receiver","sender_dialog","sender_id","sender_gender","receiver_id","receiver_gender"
"3492",2105,"Ashley","Vika","statement",1,"female",5,"female"
"3493",2105,"Vika","Ashley","statement",5,"female",1,"female"
"3494",2105,"Ashley","Vika","statement",1,"female",5,"female"
"3495",2105,"Vika","Ashley","statement",5,"female",1,"female"
"3496",2105,"Ashley","Vika","statement",1,"female",5,"female"
"3497",2105,"Vika","Oleg","backchannel",5,"female",4,"male"
"3498",2105,"Oleg","Vika","statement",4,"male",5,"female"
"3499",2105,"Vika","Ashley","floor-grabber",5,"female",1,"female"
"3500",2105,"Ashley","Vika","question",1,"female",5,"female"
"3501",2105,"Vika","Ashley","statement",5,"female",1,"female"
"3502",2105,"Ashley","Will","question",1,"female",2,"male"
"3503",2105,"Will","Vika","statement",2,"male",5,"female"
"3504",2105,"Vika","Ashley","question",5,"female",1,"female"
"3505",2105,"Ashley","Oleg","question",1,"female",4,"male"
"3506",2105,"Oleg","Ashley","statement",4,"male",1,"female"
"3507",2105,"Ashley","Will","statement",1,"female",2,"male"
"3508",2105,"Will","Saleh","statement",2,"male",3,"male"
